timestamp,class,confidence,map_x,map_y,robot_x,robot_y,robot_yaw,is_new
2026-03-21T22:15:03.865461,orange,0.836,-4.956,-2.252,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.225937,orange,1.000,-4.897,-2.148,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.225979,orange,0.995,-4.796,-2.006,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.225993,orange,0.836,-4.956,-2.251,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.572522,orange,1.000,-4.897,-2.149,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.572606,orange,0.995,-4.796,-2.006,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:04.572632,orange,0.834,-4.956,-2.251,-3.625,-2.942,2.713,UPDATE
2026-03-21T22:15:05.601778,orange,1.000,-4.897,-2.148,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:05.602113,orange,0.995,-4.796,-2.005,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:05.602162,orange,0.837,-4.956,-2.251,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.398054,orange,1.000,-4.898,-2.150,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.398143,orange,0.995,-4.797,-2.007,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.398169,orange,0.843,-4.955,-2.249,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.842313,orange,1.000,-4.898,-2.149,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.842358,orange,0.995,-4.795,-2.005,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:06.842382,orange,0.838,-4.955,-2.250,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.284757,orange,1.000,-4.898,-2.149,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.284816,orange,0.995,-4.796,-2.006,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.284830,orange,0.839,-4.956,-2.252,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.574477,orange,1.000,-4.896,-2.147,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.574522,orange,0.994,-4.795,-2.005,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.574537,orange,0.830,-4.953,-2.246,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.799828,orange,1.000,-4.896,-2.146,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.799879,orange,0.996,-4.793,-2.002,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:07.799893,orange,0.848,-4.966,-2.271,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:08.597868,orange,1.000,-4.895,-2.145,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:08.598056,orange,0.997,-4.792,-2.001,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:08.598075,orange,0.844,-4.966,-2.272,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:08.856383,orange,1.000,-4.894,-2.144,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:08.856424,orange,0.995,-4.794,-2.004,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:08.856437,orange,0.847,-4.967,-2.273,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.184949,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.185008,orange,0.995,-4.794,-2.004,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.185033,orange,0.838,-4.967,-2.273,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.422752,orange,1.000,-4.894,-2.144,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.422826,orange,0.995,-4.794,-2.004,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.422859,orange,0.839,-4.967,-2.274,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.718910,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.718950,orange,0.995,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:09.718963,orange,0.843,-4.967,-2.274,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:10.023280,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:10.023320,orange,0.996,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:10.023333,orange,0.833,-4.967,-2.274,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:10.224213,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:10.224250,orange,0.995,-4.794,-2.003,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:10.224262,orange,0.848,-4.967,-2.274,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:10.458468,orange,1.000,-4.896,-2.147,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:10.458559,orange,0.994,-4.799,-2.009,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:10.458573,orange,0.783,-4.958,-2.256,-3.624,-2.942,2.713,UPDATE
2026-03-21T22:15:11.344544,orange,1.000,-4.897,-2.148,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:11.347616,orange,0.995,-4.796,-2.007,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:11.347793,orange,0.816,-4.958,-2.257,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:11.795237,orange,1.000,-4.894,-2.144,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:11.795390,orange,0.995,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
